LR999924.1 1 100000 0 
LR999942.1 13100001 13200000 3 7913
LR999942.1 13200001 13300000 1 1814
LR999942.1 13300001 13400000 3 2608
LR999942.1 13400001 13500000 3 8373
LR999942.1 13500001 13550656 4 12132
LR999943.1 1 100000 8 33593
LR999943.1 100001 200000 2 5678
LR999943.1 200001 300000 5 13364
LR999943.1 300001 400000 2 10936
LR999943.1 400001 500000 4 12113
LR999943.1 500001 600000 11 43621
LR999943.1 600001 700000 3 69041
LR999943.1 700001 800000 9 58635
LR999943.1 800001 900000 6 44324
LR999943.1 900001 1000000 0 
LR999943.1 1000001 1100000 0 
LR999943.1 1100001 1200000 0 
LR999943.1 1200001 1300000 0 
LR999943.1 1300001 1400000 0 
LR999943.1 1400001 1500000 0 
LR999943.1 1500001 1600000 0 
LR999943.1 1600001 1700000 0 
LR999943.1 1700001 1800000 0 
LR999943.1 1800001 1900000 1 8952
LR999943.1 1900001 2000000 2 7448
LR999943.1 2000001 2100000 4 14135
LR999943.1 2100001 2200000 3 41743
LR999943.1 2200001 2300000 4 21928
LR999943.1 2300001 2400000 2 15574
LR999943.1 2400001 2500000 2 8674
LR999943.1 2500001 2600000 4 19942
LR999943.1 2600001 2700000 1 9311
LR999943.1 2700001 2800000 3 35404
LR999943.1 2800001 2900000 7 47066
LR999943.1 2900001 3000000 2 11252
LR999943.1 3000001 3100000 0 
LR999943.1 3100001 3200000 1 4519
LR999943.1 3200001 3300000 1 6806
LR999943.1 3300001 3400000 3 18382
LR999943.1 3400001 3500000 8 21046
LR999943.1 3500001 3600000 6 37147
LR999943.1 3600001 3700000 13 44021
LR999943.1 3700001 3800000 6 44015
LR999943.1 3800001 3900000 4 10031
LR999943.1 3900001 4000000 1 1625
LR999943.1 4000001 4100000 2 8526
LR999943.1 4100001 4200000 3 14887
LR999943.1 4200001 4300000 6 15209
LR999943.1 4300001 4400000 6 45322
LR999943.1 4400001 4500000 8 32850
LR999943.1 4500001 4600000 3 16075
LR999943.1 4600001 4700000 8 33611
LR999943.1 4700001 4800000 0 
LR999943.1 4800001 4900000 0 
LR999943.1 4900001 5000000 7 33961
LR999943.1 5000001 5100000 1 14678
LR999943.1 5100001 5200000 4 23171
LR999943.1 5200001 5300000 3 17804
LR999943.1 5300001 5400000 0 
LR999943.1 5400001 5500000 9 48329
LR999943.1 5500001 5600000 8 38654
LR999943.1 5600001 5700000 0 
LR999943.1 5700001 5800000 0 
LR999943.1 5800001 5900000 3 6162
LR999943.1 5900001 6000000 0 
LR999943.1 6000001 6100000 0 
LR999943.1 6100001 6200000 9 46090
LR999943.1 6200001 6300000 2 12781
LR999943.1 6300001 6400000 0 
LR999943.1 6400001 6500000 3 8066
LR999943.1 6500001 6600000 4 7878
LR999943.1 6600001 6700000 0 
LR999943.1 6700001 6800000 0 
LR999943.1 6800001 6900000 5 25090
LR999943.1 6900001 7000000 6 24609
LR999943.1 7000001 7100000 7 18135
LR999943.1 7100001 7200000 12 20403
LR999943.1 7200001 7300000 3 6556
LR999943.1 7300001 7400000 11 54555
LR999943.1 7400001 7500000 1 3188
LR999943.1 7500001 7600000 4 14212
LR999943.1 7600001 7700000 2 4435
LR999943.1 7700001 7800000 2 4087
LR999943.1 7800001 7900000 3 8651
LR999943.1 7900001 8000000 3 5768
LR999943.1 8000001 8100000 4 9191
LR999943.1 8100001 8200000 0 
LR999943.1 8200001 8300000 2 1876
LR999943.1 8300001 8400000 3 5969
LR999943.1 8400001 8500000 11 49870
LR999943.1 8500001 8600000 0 
LR999943.1 8600001 8700000 1 7354
LR999943.1 8700001 8800000 1 2458
LR999943.1 8800001 8900000 3 19669
LR999943.1 8900001 9000000 9 40393
LR999943.1 9000001 9100000 1 347
LR999943.1 9100001 9200000 0 
LR999943.1 9200001 9300000 6 32533
LR999943.1 9300001 9400000 2 24500
LR999943.1 9400001 9500000 6 17615
LR999943.1 9500001 9600000 11 57203
LR999943.1 9600001 9700000 5 20655
LR999943.1 9700001 9800000 3 21952
LR999943.1 9800001 9900000 0 
LR999943.1 9900001 10000000 13 46819
LR999943.1 10000001 10100000 4 15454
LR999943.1 10100001 10200000 1 893
LR999943.1 10200001 10300000 3 13901
LR999943.1 10300001 10400000 1 19875
LR999943.1 10400001 10500000 1 2726
LR999943.1 10500001 10600000 0 
LR999943.1 10600001 10700000 0 
LR999943.1 10700001 10800000 0 
LR999943.1 10800001 10900000 1 716
LR999943.1 10900001 11000000 3 22528
LR999943.1 11000001 11100000 4 16024
LR999943.1 11100001 11200000 5 75598
LR999943.1 11200001 11300000 1 3520
LR999943.1 11300001 11400000 5 18707
LR999943.1 11400001 11500000 4 16305
LR999943.1 11500001 11600000 11 45599
LR999943.1 11600001 11700000 2 18589
LR999943.1 11700001 11800000 0 
LR999943.1 11800001 11900000 0 
LR999943.1 11900001 12000000 0 
LR999943.1 12000001 12100000 1 683
LR999943.1 12100001 12200000 1 3943
LR999943.1 12200001 12300000 0 
LR999943.1 12300001 12400000 0 
LR999943.1 12400001 12500000 0 
LR999943.1 12500001 12600000 0 
LR999943.1 12600001 12700000 3 12780
LR999943.1 12700001 12800000 8 49379
LR999943.1 12800001 12900000 9 25873
LR999943.1 12900001 13000000 0 
LR999943.1 13000001 13100000 2 3678
LR999943.1 13100001 13200000 0 
LR999943.1 13200001 13236624 0 
LR999944.1 1 100000 4 21673
LR999944.1 100001 200000 10 24555
LR999944.1 200001 300000 2 5415
LR999944.1 300001 400000 0 
LR999944.1 400001 500000 1 311
LR999944.1 500001 600000 0 
LR999944.1 600001 700000 2 7107
LR999944.1 700001 800000 0 
LR999944.1 800001 900000 6 58882
LR999944.1 900001 1000000 2 8239
LR999944.1 1000001 1100000 0 
LR999944.1 1100001 1200000 0 
LR999944.1 1200001 1300000 0 
LR999944.1 1300001 1400000 2 3957
LR999944.1 1400001 1500000 0 
LR999944.1 1500001 1600000 1 2861
LR999944.1 1600001 1700000 5 18495
LR999944.1 1700001 1800000 1 7860
LR999944.1 1800001 1900000 0 
LR999944.1 1900001 2000000 0 
LR999944.1 2000001 2100000 1 1117
LR999944.1 2100001 2200000 0 
LR999944.1 2200001 2300000 2 13499
LR999944.1 2300001 2400000 3 10000
LR999944.1 2400001 2500000 1 497
LR999944.1 2500001 2600000 7 13253
LR999944.1 2600001 2700000 1 478
LR999944.1 2700001 2800000 7 30636
LR999944.1 2800001 2900000 2 37781
LR999944.1 2900001 3000000 1 2771
LR999944.1 3000001 3100000 4 33934
LR999944.1 3100001 3200000 4 24124
LR999944.1 3200001 3300000 1 16574
LR999944.1 3300001 3400000 3 76531
LR999944.1 3400001 3500000 0 
LR999944.1 3500001 3600000 0 
LR999944.1 3600001 3700000 0 
LR999944.1 3700001 3800000 0 
LR999944.1 3800001 3900000 1 10280
LR999944.1 3900001 4000000 1 4784
LR999944.1 4000001 4100000 0 
LR999944.1 4100001 4200000 3 54358
LR999944.1 4200001 4300000 1 8169
LR999944.1 4300001 4400000 3 11113
LR999944.1 4400001 4500000 4 14293
LR999944.1 4500001 4600000 1 6695
LR999944.1 4600001 4700000 1 1334
LR999944.1 4700001 4800000 1 215
LR999944.1 4800001 4900000 0 
LR999944.1 4900001 5000000 5 29121
LR999944.1 5000001 5100000 3 17679
LR999944.1 5100001 5200000 3 34111
LR999944.1 5200001 5300000 0 
LR999944.1 5300001 5400000 4 18387
LR999944.1 5400001 5500000 3 5325
LR999944.1 5500001 5600000 2 11116
LR999944.1 5600001 5700000 2 10889
LR999944.1 5700001 5800000 1 807
LR999944.1 5800001 5900000 2 9251
LR999944.1 5900001 6000000 0 
LR999944.1 6000001 6100000 1 2208
LR999944.1 6100001 6200000 1 815
LR999944.1 6200001 6300000 7 42189
LR999944.1 6300001 6400000 5 26443
LR999944.1 6400001 6500000 0 
LR999944.1 6500001 6600000 5 17602
LR999944.1 6600001 6700000 4 48015
LR999944.1 6700001 6800000 5 18171
LR999944.1 6800001 6900000 7 21504
LR999944.1 6900001 7000000 4 25995
LR999944.1 7000001 7100000 2 1612
LR999944.1 7100001 7200000 1 473
LR999944.1 7200001 7300000 3 8440
LR999944.1 7300001 7400000 0 
LR999944.1 7400001 7500000 0 
LR999944.1 7500001 7600000 0 
LR999944.1 7600001 7700000 1 506
LR999944.1 7700001 7800000 3 22542
LR999944.1 7800001 7900000 2 17146
LR999944.1 7900001 8000000 0 
LR999944.1 8000001 8100000 1 22091
LR999944.1 8100001 8200000 0 
LR999944.1 8200001 8300000 0 
LR999944.1 8300001 8400000 1 5059
LR999944.1 8400001 8500000 1 6223
LR999944.1 8500001 8600000 1 1376
LR999944.1 8600001 8700000 1 14568
LR999944.1 8700001 8800000 1 12013
LR999944.1 8800001 8900000 0 
LR999944.1 8900001 9000000 1 9650
LR999944.1 9000001 9100000 1 25381
LR999944.1 9100001 9200000 4 20500
LR999944.1 9200001 9300000 2 11015
LR999944.1 9300001 9400000 1 2622
LR999944.1 9400001 9500000 6 17058
LR999944.1 9500001 9600000 3 53898
LR999944.1 9600001 9700000 0 
LR999944.1 9700001 9800000 0 
LR999944.1 9800001 9900000 0 
LR999944.1 9900001 10000000 0 
LR999944.1 10000001 10100000 0 
LR999944.1 10100001 10200000 0 
LR999944.1 10200001 10300000 3 13303
LR999944.1 10300001 10400000 1 3244
LR999944.1 10400001 10500000 2 13570
LR999944.1 10500001 10600000 0 
LR999944.1 10600001 10700000 2 1760
LR999944.1 10700001 10800000 10 58815
LR999944.1 10800001 10900000 8 45455
LR999944.1 10900001 11000000 3 1491
LR999944.1 11000001 11100000 1 20915
LR999944.1 11100001 11200000 1 1748
LR999944.1 11200001 11300000 0 
LR999944.1 11300001 11400000 0 
LR999944.1 11400001 11500000 1 4626
LR999944.1 11500001 11600000 0 
LR999944.1 11600001 11700000 0 
LR999944.1 11700001 11800000 3 10594
LR999944.1 11800001 11900000 0 
LR999944.1 11900001 12000000 1 9383
LR999944.1 12000001 12100000 2 19292
LR999944.1 12100001 12200000 4 13789
LR999944.1 12200001 12300000 8 36810
LR999944.1 12300001 12400000 2 6417
LR999944.1 12400001 12500000 1 8238
LR999944.1 12500001 12600000 1 1104
LR999944.1 12600001 12700000 1 8326
LR999944.1 12700001 12800000 4 7827
LR999944.1 12800001 12900000 8 25079
LR999944.1 12900001 12933853 0 
LR999945.1 1 100000 1 4667
LR999945.1 100001 200000 0 
LR999945.1 200001 300000 5 19858
LR999945.1 300001 400000 5 29069
LR999945.1 400001 500000 4 13286
LR999945.1 500001 600000 5 31439
LR999945.1 600001 700000 4 13996
LR999945.1 700001 800000 3 31730
LR999945.1 800001 900000 7 58901
LR999945.1 900001 1000000 7 27659
LR999945.1 1000001 1100000 7 52519
LR999945.1 1100001 1200000 2 31084
LR999945.1 1200001 1300000 0 
LR999945.1 1300001 1400000 2 9932
LR999945.1 1400001 1500000 4 33906
LR999945.1 1500001 1600000 9 51657
LR999945.1 1600001 1700000 3 70670
LR999945.1 1700001 1800000 4 41312
LR999945.1 1800001 1900000 1 1667
LR999945.1 1900001 2000000 1 30061
LR999945.1 2000001 2100000 1 11125
LR999945.1 2100001 2200000 0 
LR999945.1 2200001 2300000 0 
LR999945.1 2300001 2400000 3 39618
LR999945.1 2400001 2500000 0 
LR999945.1 2500001 2600000 0 
LR999945.1 2600001 2700000 1 2830
LR999945.1 2700001 2800000 0 
LR999945.1 2800001 2900000 6 16131
LR999945.1 2900001 3000000 2 11348
LR999945.1 3000001 3100000 5 42367
LR999945.1 3100001 3200000 6 30922
LR999945.1 3200001 3300000 0 
LR999945.1 3300001 3400000 3 15648
LR999945.1 3400001 3500000 9 50430
LR999945.1 3500001 3600000 2 3386
LR999945.1 3600001 3700000 0 
LR999945.1 3700001 3800000 0 
LR999945.1 3800001 3900000 2 13871
LR999945.1 3900001 4000000 0 
LR999945.1 4000001 4100000 0 
LR999945.1 4100001 4200000 0 
LR999945.1 4200001 4300000 11 41267
LR999945.1 4300001 4400000 3 16095
LR999945.1 4400001 4500000 0 
LR999945.1 4500001 4600000 1 1288
LR999945.1 4600001 4700000 7 30491
LR999945.1 4700001 4800000 18 51277
LR999945.1 4800001 4900000 15 39312
LR999945.1 4900001 5000000 8 39023
LR999945.1 5000001 5100000 10 46414
LR999945.1 5100001 5200000 3 19177
LR999945.1 5200001 5300000 5 8362
LR999945.1 5300001 5400000 1 980
LR999945.1 5400001 5500000 0 
LR999945.1 5500001 5600000 8 40773
LR999945.1 5600001 5700000 6 36047
LR999945.1 5700001 5800000 5 16894
LR999945.1 5800001 5900000 5 16727
LR999945.1 5900001 6000000 7 29908
LR999945.1 6000001 6100000 6 16686
LR999945.1 6100001 6200000 0 
LR999945.1 6200001 6300000 0 
LR999945.1 6300001 6400000 1 8703
LR999945.1 6400001 6500000 0 
LR999945.1 6500001 6600000 1 1783
LR999945.1 6600001 6700000 0 
LR999945.1 6700001 6800000 0 
LR999945.1 6800001 6900000 4 10264
LR999945.1 6900001 7000000 2 7671
LR999945.1 7000001 7100000 4 32409
LR999945.1 7100001 7200000 16 46245
LR999945.1 7200001 7300000 10 55381
LR999945.1 7300001 7400000 8 38035
LR999945.1 7400001 7500000 10 40472
LR999945.1 7500001 7600000 5 34179
LR999945.1 7600001 7700000 3 11904
LR999945.1 7700001 7800000 7 33518
LR999945.1 7800001 7900000 1 1310
LR999945.1 7900001 8000000 0 
LR999945.1 8000001 8100000 2 3081
LR999945.1 8100001 8200000 2 1864
LR999945.1 8200001 8300000 1 4199
LR999945.1 8300001 8400000 3 15590
LR999945.1 8400001 8500000 5 15309
LR999945.1 8500001 8600000 1 2250
LR999945.1 8600001 8700000 1 647
LR999945.1 8700001 8800000 3 4648
LR999945.1 8800001 8900000 0 
LR999945.1 8900001 9000000 0 
LR999945.1 9000001 9100000 2 5355
LR999945.1 9100001 9200000 8 33373
LR999945.1 9200001 9300000 0 
LR999945.1 9300001 9400000 3 25340
LR999945.1 9400001 9500000 8 60070
LR999945.1 9500001 9600000 0 
LR999945.1 9600001 9700000 3 5733
LR999945.1 9700001 9800000 1 3174
LR999945.1 9800001 9900000 2 58308
LR999945.1 9900001 10000000 5 41927
LR999945.1 10000001 10100000 0 
LR999945.1 10100001 10200000 5 30832
LR999945.1 10200001 10300000 1 10950
LR999945.1 10300001 10400000 1 2807
LR999945.1 10400001 10500000 0 
LR999945.1 10500001 10600000 1 5454
LR999945.1 10600001 10700000 0 
LR999945.1 10700001 10800000 0 
LR999945.1 10800001 10900000 0 
LR999945.1 10900001 11000000 0 
LR999945.1 11000001 11100000 3 16024
LR999945.1 11100001 11200000 14 57010
LR999945.1 11200001 11300000 2 2806
LR999945.1 11300001 11400000 0 
LR999945.1 11400001 11500000 1 1946
LR999945.1 11500001 11600000 0 
LR999945.1 11600001 11700000 2 28690
LR999945.1 11700001 11800000 0 
LR999945.1 11800001 11900000 0 
LR999945.1 11900001 12000000 0 
LR999945.1 12000001 12100000 0 
LR999945.1 12100001 12200000 0 
LR999945.1 12200001 12300000 0 
LR999945.1 12300001 12400000 2 22735
LR999945.1 12400001 12500000 4 24479
LR999945.1 12500001 12600000 4 17984
LR999945.1 12600001 12700000 1 608
LR999945.1 12700001 12800000 0 
LR999945.1 12800001 12861081 1 1576
LR999946.1 1 100000 0 
LR999946.1 100001 200000 1 1832
LR999946.1 200001 300000 0 
LR999946.1 300001 400000 2 9041
LR999946.1 400001 500000 9 34196
LR999946.1 500001 600000 6 15676
LR999946.1 600001 700000 6 29289
LR999946.1 700001 800000 2 7639
LR999946.1 800001 900000 0 
LR999946.1 900001 1000000 3 24135
LR999946.1 1000001 1100000 3 8510
LR999946.1 1100001 1200000 2 14829
LR999946.1 1200001 1300000 8 26019
LR999946.1 1300001 1400000 6 25662
LR999946.1 1400001 1500000 2 8029
LR999946.1 1500001 1600000 3 22374
LR999946.1 1600001 1700000 0 
LR999946.1 1700001 1800000 1 1814
LR999946.1 1800001 1900000 0 
LR999946.1 1900001 2000000 2 9079
LR999946.1 2000001 2100000 1 1670
LR999946.1 2100001 2200000 0 
LR999946.1 2200001 2300000 9 22712
LR999946.1 2300001 2400000 1 10890
LR999946.1 2400001 2500000 0 
LR999946.1 2500001 2600000 3 12439
LR999946.1 2600001 2700000 1 1899
LR999946.1 2700001 2800000 2 13908
LR999946.1 2800001 2900000 0 
LR999946.1 2900001 3000000 1 7829
LR999946.1 3000001 3100000 0 
LR999946.1 3100001 3200000 1 10221
LR999946.1 3200001 3300000 1 18534
LR999946.1 3300001 3400000 6 28611
LR999946.1 3400001 3500000 2 26512
LR999946.1 3500001 3600000 4 18204
LR999946.1 3600001 3700000 0 
LR999946.1 3700001 3800000 0 
LR999946.1 3800001 3900000 1 299
LR999946.1 3900001 4000000 1 698
LR999946.1 4000001 4100000 0 
LR999946.1 4100001 4200000 3 7894
LR999946.1 4200001 4300000 0 
LR999946.1 4300001 4400000 6 35265
LR999946.1 4400001 4500000 6 22949
LR999946.1 4500001 4600000 2 6843
LR999946.1 4600001 4700000 3 3503
LR999946.1 4700001 4800000 6 35207
LR999946.1 4800001 4900000 3 15974
LR999946.1 4900001 5000000 4 34929
LR999946.1 5000001 5100000 3 12376
LR999946.1 5100001 5200000 0 
LR999946.1 5200001 5300000 1 3975
LR999946.1 5300001 5400000 1 20922
LR999946.1 5400001 5500000 0 
LR999946.1 5500001 5600000 1 12646
LR999946.1 5600001 5700000 0 
LR999946.1 5700001 5800000 5 20006
LR999946.1 5800001 5900000 6 49114
LR999946.1 5900001 6000000 0 
LR999946.1 6000001 6100000 3 10031
LR999946.1 6100001 6200000 1 12796
LR999946.1 6200001 6300000 1 9335
LR999946.1 6300001 6400000 3 12104
LR999946.1 6400001 6500000 10 49855
LR999946.1 6500001 6600000 8 39354
LR999946.1 6600001 6700000 0 
LR999946.1 6700001 6800000 1 1274
LR999946.1 6800001 6900000 1 25595
LR999946.1 6900001 7000000 3 17159
LR999946.1 7000001 7100000 12 26731
LR999946.1 7100001 7200000 17 31553
LR999946.1 7200001 7300000 8 23642
LR999946.1 7300001 7400000 10 22639
LR999946.1 7400001 7500000 0 
LR999946.1 7500001 7600000 2 5327
LR999946.1 7600001 7700000 8 53108
LR999946.1 7700001 7800000 4 15453
LR999946.1 7800001 7900000 2 4723
LR999946.1 7900001 8000000 0 
LR999946.1 8000001 8100000 4 13406
LR999946.1 8100001 8200000 10 27640
LR999946.1 8200001 8300000 0 
LR999946.1 8300001 8400000 0 
LR999946.1 8400001 8500000 4 49760
LR999946.1 8500001 8600000 0 
LR999946.1 8600001 8700000 0 
LR999946.1 8700001 8800000 3 11049
LR999946.1 8800001 8900000 1 24370
LR999946.1 8900001 9000000 0 
LR999946.1 9000001 9100000 2 5574
LR999946.1 9100001 9200000 0 
LR999946.1 9200001 9300000 1 3798
LR999946.1 9300001 9400000 0 
LR999946.1 9400001 9500000 0 
LR999946.1 9500001 9600000 3 16222
LR999946.1 9600001 9700000 1 452
LR999946.1 9700001 9800000 4 31094
LR999946.1 9800001 9900000 0 
LR999946.1 9900001 10000000 0 
LR999946.1 10000001 10100000 0 
LR999946.1 10100001 10200000 1 3329
LR999946.1 10200001 10300000 0 
LR999946.1 10300001 10400000 1 149
LR999946.1 10400001 10500000 2 1555
LR999946.1 10500001 10600000 0 
LR999946.1 10600001 10700000 6 56966
LR999946.1 10700001 10800000 0 
LR999946.1 10800001 10900000 0 
LR999946.1 10900001 11000000 2 27398
LR999946.1 11000001 11100000 2 5652
LR999946.1 11100001 11200000 5 35765
LR999946.1 11200001 11300000 2 19646
LR999946.1 11300001 11400000 5 54011
LR999946.1 11400001 11500000 0 
LR999946.1 11500001 11600000 2 11803
LR999946.1 11600001 11700000 1 1816
LR999946.1 11700001 11800000 0 
LR999946.1 11800001 11900000 0 
LR999946.1 11900001 12000000 0 
LR999946.1 12000001 12100000 6 45865
LR999946.1 12100001 12200000 3 25887
LR999946.1 12200001 12300000 1 557
LR999946.1 12300001 12400000 4 24293
LR999946.1 12400001 12500000 10 59242
LR999946.1 12500001 12594674 2 9012
LR999947.1 1 100000 7 38210
LR999947.1 100001 200000 8 38051
LR999947.1 200001 300000 2 11223
LR999947.1 300001 400000 5 14136
LR999947.1 400001 500000 6 35514
LR999947.1 500001 600000 6 14172
LR999947.1 600001 700000 2 67577
LR999947.1 700001 800000 1 21541
LR999947.1 800001 900000 6 34250
LR999947.1 900001 1000000 0 
LR999947.1 1000001 1100000 4 37230
LR999947.1 1100001 1200000 0 
LR999947.1 1200001 1300000 1 11361
LR999947.1 1300001 1400000 0 
LR999947.1 1400001 1500000 0 
LR999947.1 1500001 1600000 1 15292
LR999947.1 1600001 1700000 0 
LR999947.1 1700001 1800000 0 
LR999947.1 1800001 1900000 4 22408
LR999947.1 1900001 2000000 0 
LR999947.1 2000001 2100000 1 2017
LR999947.1 2100001 2200000 3 17433
LR999947.1 2200001 2300000 3 22852
LR999947.1 2300001 2400000 4 52451
LR999947.1 2400001 2500000 0 
LR999947.1 2500001 2600000 0 
LR999947.1 2600001 2700000 0 
LR999947.1 2700001 2800000 2 56777
LR999947.1 2800001 2900000 0 
LR999947.1 2900001 3000000 2 7585
LR999947.1 3000001 3100000 3 3555
LR999947.1 3100001 3200000 4 44311
LR999947.1 3200001 3300000 0 
LR999947.1 3300001 3400000 3 9641
LR999947.1 3400001 3500000 1 368
LR999947.1 3500001 3600000 1 743
LR999947.1 3600001 3700000 0 
LR999947.1 3700001 3800000 0 
LR999947.1 3800001 3900000 0 
LR999947.1 3900001 4000000 0 
LR999947.1 4000001 4100000 0 
LR999947.1 4100001 4200000 4 14536
LR999947.1 4200001 4300000 2 506
LR999947.1 4300001 4400000 3 23712
LR999947.1 4400001 4500000 4 25640
LR999947.1 4500001 4600000 1 182
LR999947.1 4600001 4700000 0 
LR999947.1 4700001 4800000 1 4343
LR999947.1 4800001 4900000 5 17949
LR999947.1 4900001 5000000 7 27735
LR999947.1 5000001 5100000 2 726
LR999947.1 5100001 5200000 3 3109
LR999947.1 5200001 5300000 10 34315
LR999947.1 5300001 5400000 2 14951
LR999947.1 5400001 5500000 6 21455
LR999947.1 5500001 5600000 1 6782
LR999947.1 5600001 5700000 0 
LR999947.1 5700001 5800000 4 12196
LR999947.1 5800001 5900000 3 11183
LR999947.1 5900001 6000000 3 9355
LR999947.1 6000001 6100000 6 38858
LR999947.1 6100001 6200000 3 11719
LR999947.1 6200001 6300000 3 25731
LR999947.1 6300001 6400000 0 
LR999947.1 6400001 6500000 0 
LR999947.1 6500001 6600000 3 10121
LR999947.1 6600001 6700000 0 
LR999947.1 6700001 6800000 2 14992
LR999947.1 6800001 6900000 3 4210
LR999947.1 6900001 7000000 4 19092
LR999947.1 7000001 7100000 2 30107
LR999947.1 7100001 7200000 3 8664
LR999947.1 7200001 7300000 0 
LR999947.1 7300001 7400000 2 2985
LR999947.1 7400001 7500000 0 
LR999947.1 7500001 7600000 0 
LR999947.1 7600001 7700000 0 
LR999947.1 7700001 7800000 2 6628
LR999947.1 7800001 7900000 1 743
LR999947.1 7900001 8000000 4 35864
LR999947.1 8000001 8100000 2 32056
LR999947.1 8100001 8200000 3 12789
LR999947.1 8200001 8300000 2 4690
LR999947.1 8300001 8400000 5 51405
LR999947.1 8400001 8500000 2 22015
LR999947.1 8500001 8600000 3 15927
LR999947.1 8600001 8700000 7 20626
LR999947.1 8700001 8800000 7 32131
LR999947.1 8800001 8900000 1 2873
LR999947.1 8900001 9000000 1 6855
LR999947.1 9000001 9100000 2 34741
LR999947.1 9100001 9200000 7 51057
LR999947.1 9200001 9300000 0 
LR999947.1 9300001 9400000 0 
LR999947.1 9400001 9500000 1 1745
LR999947.1 9500001 9600000 1 6941
LR999947.1 9600001 9700000 2 19241
LR999947.1 9700001 9800000 3 4554
LR999947.1 9800001 9900000 2 3659
LR999947.1 9900001 10000000 5 33276
LR999947.1 10000001 10100000 0 
LR999947.1 10100001 10200000 0 
LR999947.1 10200001 10300000 0 
LR999947.1 10300001 10400000 0 
LR999947.1 10400001 10500000 0 
LR999947.1 10500001 10600000 0 
LR999947.1 10600001 10700000 5 33555
LR999947.1 10700001 10800000 2 31797
LR999947.1 10800001 10900000 1 14121
LR999947.1 10900001 11000000 1 3602
LR999947.1 11000001 11100000 6 58671
LR999947.1 11100001 11200000 2 38015
LR999947.1 11200001 11300000 4 27457
LR999947.1 11300001 11400000 4 31816
LR999947.1 11400001 11500000 3 15053
LR999947.1 11500001 11600000 4 31424
LR999947.1 11600001 11700000 3 25324
LR999947.1 11700001 11704087 0 
LR999948.1 1 100000 1 533
LR999948.1 100001 200000 3 5700
LR999948.1 200001 300000 7 24247
LR999948.1 300001 400000 3 35391
LR999948.1 400001 500000 0 
LR999948.1 500001 600000 0 
LR999948.1 600001 700000 2 40054
LR999948.1 700001 800000 1 4020
LR999948.1 800001 900000 0 
LR999948.1 900001 1000000 0 
LR999948.1 1000001 1100000 2 5952
LR999948.1 1100001 1200000 2 14769
LR999948.1 1200001 1300000 0 
LR999948.1 1300001 1400000 0 
LR999948.1 1400001 1500000 1 2211
LR999948.1 1500001 1600000 0 
LR999948.1 1600001 1700000 0 
LR999948.1 1700001 1800000 1 1328
LR999948.1 1800001 1900000 1 1049
LR999948.1 1900001 2000000 0 
LR999948.1 2000001 2100000 1 2935
LR999948.1 2100001 2200000 2 3371
LR999948.1 2200001 2300000 2 3119
LR999948.1 2300001 2400000 0 
LR999948.1 2400001 2500000 1 986
LR999948.1 2500001 2600000 2 38443
LR999948.1 2600001 2700000 2 4174
LR999948.1 2700001 2800000 1 34888
LR999948.1 2800001 2900000 5 50774
LR999948.1 2900001 3000000 3 39602
LR999948.1 3000001 3100000 6 17302
LR999948.1 3100001 3200000 2 16450
LR999948.1 3200001 3300000 2 28506
LR999948.1 3300001 3400000 2 6694
LR999948.1 3400001 3500000 6 47122
LR999948.1 3500001 3600000 7 34134
LR999948.1 3600001 3700000 1 5090
LR999948.1 3700001 3800000 0 
LR999948.1 3800001 3900000 2 1893
LR999948.1 3900001 4000000 0 
LR999948.1 4000001 4100000 2 1913
LR999948.1 4100001 4200000 3 31212
LR999948.1 4200001 4300000 6 21168
LR999948.1 4300001 4400000 6 18514
LR999948.1 4400001 4500000 5 13072
LR999948.1 4500001 4600000 4 13329
LR999948.1 4600001 4700000 0 
LR999948.1 4700001 4800000 3 35657
LR999948.1 4800001 4900000 3 20288
LR999948.1 4900001 5000000 4 18247
LR999948.1 5000001 5100000 0 
LR999948.1 5100001 5200000 2 2984
LR999948.1 5200001 5300000 0 
LR999948.1 5300001 5400000 1 3577
LR999948.1 5400001 5500000 1 227
LR999948.1 5500001 5600000 4 11573
LR999948.1 5600001 5700000 3 25450
LR999948.1 5700001 5800000 1 10457
LR999948.1 5800001 5900000 2 6899
LR999948.1 5900001 6000000 0 
LR999948.1 6000001 6100000 0 
LR999948.1 6100001 6200000 0 
LR999948.1 6200001 6300000 1 3711
LR999948.1 6300001 6400000 6 18578
LR999948.1 6400001 6500000 6 39376
LR999948.1 6500001 6600000 2 4835
LR999948.1 6600001 6700000 2 11722
LR999948.1 6700001 6800000 2 1081
LR999948.1 6800001 6900000 2 13781
LR999948.1 6900001 7000000 2 7664
LR999948.1 7000001 7100000 4 10329
LR999948.1 7100001 7200000 0 
LR999948.1 7200001 7300000 3 4780
LR999948.1 7300001 7400000 0 
LR999948.1 7400001 7500000 7 26547
LR999948.1 7500001 7600000 3 18422
LR999948.1 7600001 7700000 4 32043
LR999948.1 7700001 7800000 1 8800
LR999948.1 7800001 7900000 3 25759
LR999948.1 7900001 8000000 2 3538
LR999948.1 8000001 8100000 2 2098
LR999948.1 8100001 8200000 0 
LR999948.1 8200001 8300000 2 13310
LR999948.1 8300001 8400000 0 
LR999948.1 8400001 8500000 3 43303
LR999948.1 8500001 8600000 3 22156
LR999948.1 8600001 8700000 0 
